name,symbol,description,parcellation_term_set_label,parcellation_terminology_label,parcellation_term_identifier,parcellation_term_order,parcellation_parent_term_set_label,parcellation_parent_term_identifier
caudal subiculum,S-C,caudal subiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11313,1702,ADHBA_Terminology_2016_All,DHBA:10302
molecular layer of caudal subiculum,SCmo,molecular layer of caudal subiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11314,1703,ADHBA_Terminology_2016_All,DHBA:11313
pyramidal layer of caudal subiculum,SCpy,pyramidal layer of caudal subiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11315,1704,ADHBA_Terminology_2016_All,DHBA:11313
polymorphic layer of caudal subiculum,SCpf,polymorphic layer of caudal subiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11316,1705,ADHBA_Terminology_2016_All,DHBA:11313
prosubiculum,ProS,prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10303,1706,ADHBA_Terminology_2016_All,DHBA:10301
uncal prosubiculum,ProU,uncal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441423,1707,ADHBA_Terminology_2016_All,DHBA:10303
molecular layer of uncal prosubiculum,ProUmo,molecular layer of uncal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441427,1708,ADHBA_Terminology_2016_All,DHBA:266441423
stratum pyramidale of uncal prosubiculum,ProUsp,stratum pyramidale of uncal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441431,1709,ADHBA_Terminology_2016_All,DHBA:266441423
stratum oriens of uncal prosubiculum,ProUso,stratum oriens of uncal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441435,1710,ADHBA_Terminology_2016_All,DHBA:266441423
rostral prosubiculum,ProR,rostral prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11317,1711,ADHBA_Terminology_2016_All,DHBA:10303
molecular layer of rostral prosubiculum,ProRmo,molecular layer of rostral prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11318,1712,ADHBA_Terminology_2016_All,DHBA:11317
stratum pyramidale of rostral prosubiculum,ProRsp,stratum pyramidale of rostral prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11319,1713,ADHBA_Terminology_2016_All,DHBA:11317
stratum oriens of rostral prosubiculum,ProRso,stratum oriens of rostral prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11320,1714,ADHBA_Terminology_2016_All,DHBA:11317
caudal prosubiculum,ProC,caudal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11321,1715,ADHBA_Terminology_2016_All,DHBA:10303
molecular layer of caudal prosubiculum,ProCmo,molecular layer of caudal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11322,1716,ADHBA_Terminology_2016_All,DHBA:11321
stratum pyramidale of caudal prosubiculum,ProCsp,stratum pyramidale of caudal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11323,1717,ADHBA_Terminology_2016_All,DHBA:11321
stratum oriens of caudal prosubiculum,ProCso,stratum oriens of caudal prosubiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11324,1718,ADHBA_Terminology_2016_All,DHBA:11321
supracallosal subiculum,SuS,supracallosal subiculum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11325,1719,ADHBA_Terminology_2016_All,DHBA:10301
marginal layer of SuS,SuSm,marginal layer of SuS,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13326,1720,ADHBA_Terminology_2016_All,DHBA:11325
principal layer of SuS,SuSp,principal layer of SuS,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13327,1721,ADHBA_Terminology_2016_All,DHBA:11325
deep (subplate) layer of SuS,SuSd,deep (subplate) layer of SuS,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15529,1722,ADHBA_Terminology_2016_All,DHBA:11325
indusium griseum,IG,indusium griseum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10304,1723,ADHBA_Terminology_2016_All,DHBA:10293
marginal layer of IG,IGm,marginal layer of IG,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13328,1724,ADHBA_Terminology_2016_All,DHBA:10304
principal layer of IG,IGp,principal layer of IG,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13329,1725,ADHBA_Terminology_2016_All,DHBA:10304
deep (subplate) layer of IG,IGd,deep (subplate) layer of IG,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15530,1726,ADHBA_Terminology_2016_All,DHBA:10304
taenia tectum,TT,taenia tectum,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10305,1727,ADHBA_Terminology_2016_All,DHBA:10293
marginal layer of TT,TTm,marginal layer of TT,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15531,1728,ADHBA_Terminology_2016_All,DHBA:10305
principal layer of TT,TTp,principal layer of TT,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15532,1729,ADHBA_Terminology_2016_All,DHBA:10305
deep (subplate) layer of TT,TTd,deep (subplate) layer of TT,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:15533,1730,ADHBA_Terminology_2016_All,DHBA:10305
paleocortex (semicortex),PalCx,paleocortex (semicortex),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10306,1731,ADHBA_Terminology_2016_All,DHBA:10292
olfactory bulb,OB,olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10307,1732,ADHBA_Terminology_2016_All,DHBA:10306
olfactory nerve layer of olfactory bulb,OBonl,olfactory nerve layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11326,1733,ADHBA_Terminology_2016_All,DHBA:10307
glomerular layer of olfactory bulb,OBglo,glomerular layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11327,1734,ADHBA_Terminology_2016_All,DHBA:10307
outer plexiform layer of olfactory bulb,OBopl,outer plexiform layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11328,1735,ADHBA_Terminology_2016_All,DHBA:10307
mitral cell layer of olfactory bulb,OBmcl,mitral cell layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11329,1736,ADHBA_Terminology_2016_All,DHBA:10307
inner plexiform layer of olfactory bulb,OBipl,inner plexiform layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11330,1737,ADHBA_Terminology_2016_All,DHBA:10307
granular cell layer of olfactory bulb,OBgcl,granular cell layer of olfactory bulb,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11331,1738,ADHBA_Terminology_2016_All,DHBA:10307
anterior olfactory nucleus,AON,anterior olfactory nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10308,1739,ADHBA_Terminology_2016_All,DHBA:10306
nucleus of lateral olfactory tract,NLOT,nucleus of lateral olfactory tract,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10309,1740,ADHBA_Terminology_2016_All,DHBA:10306
olfactory tubercle,OT,olfactory tubercle,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10310,1741,ADHBA_Terminology_2016_All,DHBA:10306
layer I olfactory tubercle,OT1,layer I olfactory tubercle,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11332,1742,ADHBA_Terminology_2016_All,DHBA:10310
layer II olfactory tubercle,OT2,layer II olfactory tubercle,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11333,1743,ADHBA_Terminology_2016_All,DHBA:10310
layer III olfactory tubercle,OT3,layer III olfactory tubercle,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11334,1744,ADHBA_Terminology_2016_All,DHBA:10310
lateral olfactory area,LOA,lateral olfactory area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034694,1745,ADHBA_Terminology_2016_All,DHBA:10306
layer I of lateral olfactory area,LOA1,layer I of lateral olfactory area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034698,1746,ADHBA_Terminology_2016_All,DHBA:146034694
layer II of lateral olfactory area,LOA2,layer II of lateral olfactory area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034702,1747,ADHBA_Terminology_2016_All,DHBA:146034694
layer III of lateral olfactory area,LOA3,layer III of lateral olfactory area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034706,1748,ADHBA_Terminology_2016_All,DHBA:146034694
lightly-stained cell islands of lateral olfactory area  ,LOAlc,lightly-stained cell islands of lateral olfactory area  ,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441439,1749,ADHBA_Terminology_2016_All,DHBA:146034694
darkly-stained cell islands of lateral olfactory area,LOAdc,darkly-stained cell islands of lateral olfactory area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441443,1750,ADHBA_Terminology_2016_All,DHBA:146034694
piriform cortex,Pir,piriform cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10311,1751,ADHBA_Terminology_2016_All,DHBA:10306
layer I of piriform cortex,Pir1,layer I of piriform cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11335,1752,ADHBA_Terminology_2016_All,DHBA:10311
layer II of piriform cortex,Pir2,layer II of piriform cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11336,1753,ADHBA_Terminology_2016_All,DHBA:10311
layer III of piriform cortex,Pir3,layer III of piriform cortex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11337,1754,ADHBA_Terminology_2016_All,DHBA:10311
piriform-entorhinal-amygdaloid area,PEA,piriform-entorhinal-amygdaloid area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10312,1755,ADHBA_Terminology_2016_All,DHBA:10306
layer I of piriform-entorhinal-amygdaloid area,PEA1,layer I of piriform-entorhinal-amygdaloid area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11338,1756,ADHBA_Terminology_2016_All,DHBA:10312
layer II of piriform-entorhinal-amygdaloid area,PEA2,layer II of piriform-entorhinal-amygdaloid area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11339,1757,ADHBA_Terminology_2016_All,DHBA:10312
layer III of piriform-entorhinal-amygdaloid area,PEA3,layer III of piriform-entorhinal-amygdaloid area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11340,1758,ADHBA_Terminology_2016_All,DHBA:10312
cerebral nuclei,CN,cerebral nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10331,1759,ADHBA_Terminology_2016_All,DHBA:10158
amygdaloid complex,AMY,amygdaloid complex,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10361,1760,ADHBA_Terminology_2016_All,DHBA:10331
anterior amygdaloid area,AAA,anterior amygdaloid area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10362,1761,ADHBA_Terminology_2016_All,DHBA:10361
dorsal part of AAA,AAAd,dorsal part of AAA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034710,1762,ADHBA_Terminology_2016_All,DHBA:10362
ventral part of AAA,AAAv,ventral part of AAA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034714,1763,ADHBA_Terminology_2016_All,DHBA:10362
central nuclear group,CEN,central nuclear group,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10363,1764,ADHBA_Terminology_2016_All,DHBA:10361
medial subdivision of central nucleus,CEm,medial subdivision of central nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10364,1765,ADHBA_Terminology_2016_All,DHBA:10363
dorsal part of CEm,CEmd,dorsal part of CEm,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11501,1766,ADHBA_Terminology_2016_All,DHBA:10364
ventral part of CEm,CEmv,ventral part of CEm,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11502,1767,ADHBA_Terminology_2016_All,DHBA:10364
lateral subdivision of central nucleus,CEl,lateral subdivision of central nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10365,1768,ADHBA_Terminology_2016_All,DHBA:10363
apical part of CEl,CElap,apical part of CEl,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11503,1769,ADHBA_Terminology_2016_All,DHBA:10365
capsular part of CEl,CElca,capsular part of CEl,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11504,1770,ADHBA_Terminology_2016_All,DHBA:10365
paracapsular part of CEl,CElpc,paracapsular part of CEl,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11505,1771,ADHBA_Terminology_2016_All,DHBA:10365
central part of CEl,CElcn,central part of CEl,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11506,1772,ADHBA_Terminology_2016_All,DHBA:10365
corticomedial nuclear group,CMN,corticomedial nuclear group,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10372,1773,ADHBA_Terminology_2016_All,DHBA:10361
cortical amygdaloid nuclei,Co,cortical amygdaloid nuclei,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10373,1774,ADHBA_Terminology_2016_All,DHBA:10372
anterior cortical nucleus,CoA,anterior cortical nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10374,1775,ADHBA_Terminology_2016_All,DHBA:10373
dorsal subdivision of CoA,CoAd,dorsal subdivision of CoA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11528,1776,ADHBA_Terminology_2016_All,DHBA:10374
ventral subdivision of CoA,CoAv,ventral subdivision of CoA,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11529,1777,ADHBA_Terminology_2016_All,DHBA:10374
marginal layer of anterior cortical nucleus,CoA-m,marginal layer of anterior cortical nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13025,1778,ADHBA_Terminology_2016_All,DHBA:10374
posterior cortical nucleus,CoP,posterior cortical nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10375,1779,ADHBA_Terminology_2016_All,DHBA:10373
dorsal subdivision of CoP,CoPd,dorsal subdivision of CoP,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034718,1780,ADHBA_Terminology_2016_All,DHBA:10375
venrtral subdivision of CoP,CoPv,venrtral subdivision of CoP,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034722,1781,ADHBA_Terminology_2016_All,DHBA:10375
marginal layer of posterior cortical nucleus,CoP-m,marginal layer of posterior cortical nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13026,1782,ADHBA_Terminology_2016_All,DHBA:10375
medial nucleus,Me,medial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10376,1783,ADHBA_Terminology_2016_All,DHBA:10372
rostral subdivision of medial nucleus,MeR,rostral subdivision of medial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11530,1784,ADHBA_Terminology_2016_All,DHBA:10376
caudal subdivision of medial nucleus,MeC,caudal subdivision of medial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11531,1785,ADHBA_Terminology_2016_All,DHBA:10376
dorsal part of caudal medial nucleus,MeCd,dorsal part of caudal medial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11532,1786,ADHBA_Terminology_2016_All,DHBA:11531
ventral part of caudal medial nucleus,MeCv,ventral part of caudal medial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11533,1787,ADHBA_Terminology_2016_All,DHBA:11531
marginal layer of medial amygdaloid nucleus,Me-m,marginal layer of medial amygdaloid nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13027,1788,ADHBA_Terminology_2016_All,DHBA:10376
amygdalohippocampal area,AHA,amygdalohippocampal area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10377,1789,ADHBA_Terminology_2016_All,DHBA:10372
magnocellular part of amygdalohippocampal area,AHAmc,magnocellular part of amygdalohippocampal area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034726,1790,ADHBA_Terminology_2016_All,DHBA:10377
parvocellular part of amygdalohippocampal area,AHApc,parvocellular part of amygdalohippocampal area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034730,1791,ADHBA_Terminology_2016_All,DHBA:10377
marginal layer of amygdalohippocampal area,AHA-m,marginal layer of amygdalohippocampal area,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:13028,1792,ADHBA_Terminology_2016_All,DHBA:10377
basolateral nuclear group,BLN,basolateral nuclear group,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10366,1793,ADHBA_Terminology_2016_All,DHBA:10361
lateral nucleus,La,lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10367,1794,ADHBA_Terminology_2016_All,DHBA:10366
dorsal division of lateral nucleus,LaD,dorsal division of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11507,1795,ADHBA_Terminology_2016_All,DHBA:10367
dorsal rostral subdivision of lateral nucleus,LaDr,dorsal rostral subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11508,1796,ADHBA_Terminology_2016_All,DHBA:11507
dorsal lateral subdivision of lateral nucleus,LaDl,dorsal lateral subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11509,1797,ADHBA_Terminology_2016_All,DHBA:11507
comb-like part of LaDl,LaCom,comb-like part of LaDl,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11510,1798,ADHBA_Terminology_2016_All,DHBA:11509
dorsal medial subdivision of lateral nucleus,LaDm,dorsal medial subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11511,1799,ADHBA_Terminology_2016_All,DHBA:11507
intermediate division of lateral nucleus,LaI,intermediate division of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11512,1800,ADHBA_Terminology_2016_All,DHBA:10367
ventral division of lateral nucleus,LaV,ventral division of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11513,1801,ADHBA_Terminology_2016_All,DHBA:10367
ventral lateral subdivision of lateral nucleus,LaVl,ventral lateral subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11514,1802,ADHBA_Terminology_2016_All,DHBA:11513
ventral medial subdivision of lateral nucleus,LaVm,ventral medial subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11515,1803,ADHBA_Terminology_2016_All,DHBA:11513
glomerular subdivision of lateral nucleus,LaVglo,glomerular subdivision of lateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:146034734,1804,ADHBA_Terminology_2016_All,DHBA:11513
basolateral nucleus (basal nucleus),BL,basolateral nucleus (basal nucleus),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10368,1805,ADHBA_Terminology_2016_All,DHBA:10366
dorsal (magnocellular) division of basolateral nucleus,BLD,dorsal (magnocellular) division of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11516,1806,ADHBA_Terminology_2016_All,DHBA:10368
dorsal lateral subdivision of basolateral nucleus,BLDl,dorsal lateral subdivision of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11517,1807,ADHBA_Terminology_2016_All,DHBA:11516
intermediate division of basolateral nucleus,BLI,intermediate division of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11518,1808,ADHBA_Terminology_2016_All,DHBA:10368
ventral (parvicellular) division of basolateral nucleus,BLV,ventral (parvicellular) division of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11519,1809,ADHBA_Terminology_2016_All,DHBA:10368
ventral lateral subdivision of basolateral nucleus,BLVl,ventral lateral subdivision of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11520,1810,ADHBA_Terminology_2016_All,DHBA:11519
ventral medial subdivision of basolateral nucleus,BLVm,ventral medial subdivision of basolateral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11521,1811,ADHBA_Terminology_2016_All,DHBA:11519
basomedial nucleus (accessory basal nucleus),BM,basomedial nucleus (accessory basal nucleus),ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:10369,1812,ADHBA_Terminology_2016_All,DHBA:10366
dorsal division of basomedial nucleus,BMD,dorsal division of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11522,1813,ADHBA_Terminology_2016_All,DHBA:10369
dorsolateral subdivision of basomedial nucleus,BMDl,dorsolateral subdivision of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11523,1814,ADHBA_Terminology_2016_All,DHBA:11522
dorsomedial (magnocellular) subdivsion of basomedial nucleus,BMDm,dorsomedial (magnocellular) subdivsion of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11524,1815,ADHBA_Terminology_2016_All,DHBA:11522
ventral division of basomedial nucleus,BMV,ventral division of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11525,1816,ADHBA_Terminology_2016_All,DHBA:10369
ventrolateral (parvocellular) subdivsion of basomedial nucleus,BMVl,ventrolateral (parvocellular) subdivsion of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11526,1817,ADHBA_Terminology_2016_All,DHBA:11525
ventromedial  subdivsion of basomedial nucleus,BMVm,ventromedial  subdivsion of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:11527,1818,ADHBA_Terminology_2016_All,DHBA:11525
medial division of basomedial nucleus,BMm,medial division of basomedial nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441447,1819,ADHBA_Terminology_2016_All,DHBA:10369
basoventral nucleus,BV,basoventral nucleus,ADHBA_Terminology_2016_All,ADHBA_Terminology_2016,DHBA:266441451,1820,ADHBA_Terminology_2016_All,DHBA:10366
